uid,iid,score,review,date
908,383,5.0,"AMAZING PIZZA ALERT: 

We have previously had Slice 19's pizza in house and really enjoyed them. Last night we decided to order a couple Take & Bake 12"" Pizza's from Slice 19 (located in Tuscany Village @ Chimera Golf Club). Our order included a cheese pizza and 'The Tom' - Pepperoni, Sausage and Mushrooms. The pizzas come on a thin cooking sheet (just as other places) the crust however was nice and crispy on the bottom and sides after cooking, unlike other places. Cooking directions were right on and both pizzas were super delicious with the perfect amount of toppings. I'd have to say Slice 19's pizza is way better than Papa Murphys and can I mention better looking?! The ordering process was easy and the staff are friendly. If you haven't tried the pizza here I highly recommend it! They also have a full menu and delivery service if you just don't feel like cooking.",2018-06-24 00:30:59
1123,168,4.0,Upscale. Nice steaks. Excellent drinks and service. Pricey ; but of course that is to be expected.,2015-03-05 00:49:06
408,283,4.0,"Beaudevin-All the beauty of wine. 

Great place for a quick bite or a more leisurely tasting while waiting for take off.  This is my favorite spot for this in the Charlotte Airport offering wine tasting and tapas/small plates.

Caprese Skewers- The caprese skewers are served over arugula with a pleasantly sweet balsamic reduction that complements the peppery arugula well.  A simple but delicious and fresh lite plate.  

Knowing the caprese skewers were on the lite side, I also got the shrimp scampi.  Together, these two small plates hit the spot.  

Shrimp Scampi- The scampi comes with 8 shrimp in a nice scampi broth with onion, tomato, and a garnish of cilantro. Six pieces of baguette are served on the side for you to sop up the yummy scampi broth.  At first I thought it would have been nice to have 8 pieces of baguette to go with the 8 shrimp, but I was able to make it work and still had some left over to do some broth sopping.  The baguettes are just a little bigger than the shrimp making them perfectly bite size.

One thing to note: if you're not a cilantro fan, you'll want to ask for the cilantro to be left off.  It's not included in the menu description, but there's a generous garnish of cilantro on the scampi.  I enjoyed the cilantro, though there was a lot of it. 

I did not partake in the wine or any of the great sounding cocktails.  There's  a nice selection of them.",2016-12-27 01:17:41
761,261,4.0,"Saw the reviews, thought I'd give it a try.  Choc malt was very good, thick and tasty.  Basic burger was good, tho I am a fan of pickle slices rather than the relish sort of pickle stuff they use.  In any case, the place is fine, food was good.  Did not go inside, so don't know the decor or cleanliness, etc.  Service was prompt, tho for a Saturday it was not busy.",2015-08-19 17:04:55
1338,79,5.0,"I love this place ! Great mixture of two kinds of flavor . I usually go to pick up our food on our lunch break . I never have to wait extra time .Food is ready to go when you pick up regardless if it's packed . Trust me this place gets pretty packed . My favorite part is that it's always HOT not warm HOT and that's a plus especially when pick up to go . The gentleman upfront are great and all very friendly . 

Reg lunch order 
Chicken fried rice 
Jade red chicken 
Pollo Diablo or machaka 
1/2 dozen of cookies",2016-02-16 05:03:26
1326,202,5.0,"This has been my massage place since '08 when I became a member. It took me a while to find the right therapist because I have these aches that need deep pressure and the right technique. Although I tried a few therapists, I eventually found Dave R., who has been the absolute best massage therapist I've ever had - which is why I went to see him exclusively for the past few years. His massages are relaxing and efficient at the same time, he communicates in just the right amount (not too little not too much), he always asks if you feel ok with the pressure, the areas he is working on and so on. He is a very good people's person in that he senses the person and what they need during that particular session. He is particularly good with finding sore spots and   going about fixing them. I went to him so many times with a stuck neck or upper back, and one session was often enough to alleviate whatever ache I was having. He is pleasant, professional and very talented. I highly recommend him. And because he is good, he gets booked a lot, so please schedule a bit in advance. It will be worth it :) A quick word about the facility, they have a beautiful water feature when you walk in which is classy and relaxing, it's always clean, the music is really beautiful and relaxing and the front desk staff is always so amazing. They always greet me by my first name and always attentive during my questions during check-in/check-out. I had to move, but I will miss this place a lot and I hope I can find someone as good as Dave R.",2014-07-02 19:58:39
373,59,3.0,"We ordered chicken and waffles, short ribs, deviled eggs and bone marrow. The chicken wasn't that fried (not enough reading), the marrow was salty, and the eggs was just mushy. The drinks were also not well blended. The restaurant has all the form of greatness, but food was just okay.",2017-01-02 05:16:47
654,272,5.0,"Clean, friendly and a healthy choice for fast(er) food. Love that it just opened in the neighborhood. Even though it is a brand new store  their staff are focused and handle a lot of people without error.",2016-04-23 03:08:58
585,8,5.0,"Had a buy 1 get 1 here - wine/beer is free.  Food was amazingly great, again, another coke machine but I made ado.  The prime rib was out of this world!  Would def. come back again.",2015-04-15 08:38:44
788,68,4.0,"Very cozy restaurant with outside seating. On weekend nights, ton of energy. Awesome food. Pizza is thin and very generous with the quality toppings. Price is not too bad for the pizza size and taste you get.",2010-03-13 19:19:25
