,uid,iid,score,review
1144,770,333,4.0,"saw show twice 6 year apart time the act ' ed game performance much entertain they keep material fresh ""! bad seat house give set table !!! this place scream bachelorette - must 30 go try get stage know need set apart somehow - dress best u go bachelorette want get stage shout point put veil something stand crowd "
1146,901,13,5.0,after read great review i happy find dentist had first visit today everyone nice comfort i would recommend anyone need dental work check place 
1150,635,310,1.0,"the food ok service terrible take forever take order ( 10 min water ), never stop table want something else the completely forget u we walk front counter ask check we diffinetly come back recommend place anyone "
1153,378,172,3.0,the senora i decide stop talk walk town we seat right away look menu they lot tequilas choose want enjoy sample shoot the margarita list suave i special margi senor mojito both tasty the food fine great good we decide sample taco each choice pretty good dish come rice bean it ' nice place stop enjoy tasty drink 
1157,387,147,5.0,excellent thai food friendly service staff calm atmosphere fair price highly recommend 
1160,846,194,4.0,some friend i decide give place try enjoy night strip lots pro : 1 open 24 hour perfect night walk strip party 2 lots menu option whether like turkey burger veggie burger paleo burger shake stop 3 friendly staff the service great 4 the food really good especially onion ring shake cons : 1 restroom kind nasty 2 because food good ... line long 3 even though i enjoy food i felt bite overprice i pay $ 18 00 burger onion ring shake 
1167,787,204,3.0,great live music cozy fireplace i recommend flatbreads salmon bruschetta flavorful good bread thick toast the seat crowd end side table ... literally ... otherwise pleasant experience i would go back ... careful sit 
1168,974,360,1.0,i recently visit the deuce lounge aria i pleasant experience bartender i stay aria weekend employee nice helpful ; however i go deuce lounge bartender help rude respect we order carrot cake martini want pay bill give u number 22 drink suppose 18 dollar some pay credit card pay cash i give 25 cash i wait change at time i look friend ' bill use credit card automatic gratuity charge $ 3 00 dollar add bill !!! i ' know charge party 3 okay maybe i wait $ 3 dollar change i get anything 3 minute i ask bartender like i get ..... and come back right away toss table like piss ... i unhappy service wrong try keep change i voluntarily give in addition add $ 3 gratuity !!! this unpleasant visit deuce lounge i expect lay back professional experience inside aria 
1172,586,173,5.0,my husband i use bill olmstead team purchase sale first home recommendation friend we incredibly happy purchase as first time homebuyers move state literally mentally new territory his team walk u every step process able get something great grow family within budget competitive market what really stand sale home go we already make minor upgrade property come time sell bill give u pointer polish place using recommend vendor able accomplish short time low cost he appropriately read market price home reasonably end sell home within day walk away extra $ 30 000 cash pocket bill streamline communicative thorough whole process we would absolutely use service move back phoenix recommend bill olmstead ' team highest regard 
1174,587,23,1.0,i ' impress food it average i feel ihop better server ' seem interest help u answer question i recommend place come back i ' surprise review high maybe today one day 
1175,996,80,3.0,i reallyyyy really want dessert eat best dinner ... since back hotel paris i decide stop the cashier lady nice kind seem bite trouble register i think maybe something break take u get order i order napoleon crepe lemon custard berry chantilly cream nom nom nom it really good tartness custard lightly sweet thick chantilly cream work well together unfortunately ' fill way edge front tip triangle fill back end crepe is ' do paris i also feel like bite thick eggy consider good crepe tasty nonetheless i think fill sell ... $ 9 99 seem expensive crepe since kind cheap make ... vegas get expect everything expensive : p i might come back napoleon ... i ' ever vegas ... 
1177,591,298,5.0,i dont know start .. amaze place amaze food best service i love everything place 
1178,870,24,3.0,dinner show mlife card able bypass long line tourist inside able feel smell hear wierd ambiance buffet place aire smell terrible like awful medical waste pile light dim bluish music mid 1990s food die sample everything highly satisfy sushi bar excellent best salmon tuna poke ever beef wellington top pork dope let forget desert waay top creme brule burn top course 
